abyssal_blade | [s] None => 4511 | [h] None => 4ce61c10e0 | 2023-11-16 13:28:40 (UTC+3)
recipe_bracer | [s] 1852 => 2470 | [h] 3e8b3801dd => 935a900ced | 2024-05-23 03:26:43 (UTC+3)
recipe_buckler | [s] 1854 => 2472 | [h] d4ddbb759a => e520eda0aa | 2024-05-23 03:26:43 (UTC+3)
recipe_butterfly | [s] 1841 => 2459 | [h] 75ecab4f59 => 6e1ab33972 | 2024-05-23 03:26:43 (UTC+3)
recipe_crimson_guard | [s] 1868 => 2486 | [h] 4612121f1b => c061b9615e | 2024-05-23 03:26:43 (UTC+3)
recipe_cyclone | [s] 1860 => 2478 | [h] ea6cbe9bf5 => f66dcbf251 | 2024-05-23 03:26:43 (UTC+3)
recipe_dagon | [s] 1852 => 2470 | [h] 58fb48d521 => 2c6993c1d1 | 2024-05-23 03:26:43 (UTC+3)
recipe_dagon_2 | [s] 1839 => 2457 | [h] 195e4a2dc0 => 28387ef688 | 2024-05-23 03:26:43 (UTC+3)
recipe_dagon_3 | [s] 1839 => 2457 | [h] f1c85c2fba => f4d9734281 | 2024-05-23 03:26:43 (UTC+3)
recipe_dagon_4 | [s] 1839 => 2457 | [h] 6fa943dd91 => dc4c782a05 | 2024-05-23 03:26:43 (UTC+3)
recipe_dagon_5 | [s] 1839 => 2457 | [h] f438f7eefa => 4a97ee1563 | 2024-05-23 03:26:43 (UTC+3)
recipe_desolator | [s] 1841 => 2459 | [h] 34595646f7 => 0631eba3d4 | 2024-05-23 03:26:43 (UTC+3)
recipe_devastator | [s] 1859 => 2477 | [h] 8a3d1cb748 => 5bcd2ecaf3 | 2024-05-23 03:26:43 (UTC+3)
recipe_diffusal_blade | [s] 1870 => 2488 | [h] b8ab82d050 => bd196dcce4 | 2024-05-23 03:26:43 (UTC+3)
recipe_disperser | [s] 1860 => 2478 | [h] 448bbdd8b6 => 23e6f7f3b6 | 2024-05-23 03:26:43 (UTC+3)
recipe_dragon_lance | [s] 1865 => 2483 | [h] 7f420eda0c => 19aad47918 | 2024-05-23 03:26:43 (UTC+3)
recipe_echo_sabre | [s] 1842 => 2460 | [h] 9b249b788f => dc07766677 | 2024-05-23 03:26:43 (UTC+3)
recipe_eternal_shroud | [s] 1869 => 2487 | [h] 0e9d095428 => c89b498b39 | 2024-05-23 03:26:43 (UTC+3)
recipe_ethereal_blade | [s] 1870 => 2488 | [h] 855d857e7b => 39c820c2ab | 2024-05-23 03:26:43 (UTC+3)
recipe_falcon_blade | [s] 1865 => 2483 | [h] fd64229668 => d0c2bf8b53 | 2024-05-23 03:26:43 (UTC+3)
recipe_fallen_sky | [s] 1860 => 2478 | [h] 142b28cbec => 219d921c3f | 2024-05-23 03:26:43 (UTC+3)
recipe_force_staff | [s] 1863 => 2481 | [h] a5a21d5d03 => 35363ad963 | 2024-05-23 03:26:43 (UTC+3)
recipe_glimmer_cape | [s] 1865 => 2483 | [h] 64f5a91628 => 27c6b7b7ac | 2024-05-23 03:26:43 (UTC+3)
recipe_grandmasters_glaive | [s] 1851 => 2469 | [h] 5821b1b797 => e41e7a2f34 | 2024-05-23 03:26:43 (UTC+3)
recipe_great_famango | [s] 1846 => 2464 | [h] 9e991e4a9e => c72d824754 | 2024-05-23 03:26:43 (UTC+3)
recipe_greater_crit | [s] 1861 => 2479 | [h] 3ff15f59ac => 24e60623e3 | 2024-05-23 03:26:43 (UTC+3)
recipe_greater_famango | [s] 1848 => 2466 | [h] 24cf93cbd0 => 4b944ee5ed | 2024-05-23 03:26:43 (UTC+3)
recipe_guardian_greaves | [s] 1874 => 2492 | [h] bb93aba9cb => 592174762f | 2024-05-23 03:26:43 (UTC+3)
recipe_gungir | [s] 1856 => 2474 | [h] d664ff72b3 => c70954c9aa | 2024-05-23 03:26:43 (UTC+3)
recipe_hand_of_midas | [s] 1867 => 2485 | [h] 12722de59f => 9d6b692c47 | 2024-05-23 03:26:43 (UTC+3)
recipe_harpoon | [s] 1857 => 2475 | [h] 1cc0c370c7 => 2d596933c6 | 2024-05-23 03:26:43 (UTC+3)
recipe_headdress | [s] 1858 => 2476 | [h] 1de939a12e => ab70edcce2 | 2024-05-23 03:26:43 (UTC+3)
recipe_heart | [s] 1864 => 2482 | [h] d987bd3ae8 => ad449071e6 | 2024-05-23 03:26:43 (UTC+3)
recipe_heavens_halberd | [s] 1872 => 2490 | [h] b8c9b83da5 => 98a17fdc12 | 2024-05-23 03:26:43 (UTC+3)
recipe_helm_of_the_dominator | [s] 1883 => 2501 | [h] e169b3f8fb => 02daeb74b1 | 2024-05-23 03:26:43 (UTC+3)
recipe_helm_of_the_overlord | [s] 1881 => 2499 | [h] 8bdd5ef72a => ce319bc0db | 2024-05-23 03:26:43 (UTC+3)
recipe_hermes_sandals | [s] 1870 => 2488 | [h] 519ecb4989 => edcc0c3530 | 2024-05-23 03:26:43 (UTC+3)
recipe_holy_locket | [s] 1863 => 2481 | [h] 990c057d29 => 8e54236339 | 2024-05-23 03:26:43 (UTC+3)
recipe_hood_of_defiance | [s] 1848 => 2466 | [h] f291160c19 => ce7dbd3972 | 2024-05-23 03:26:43 (UTC+3)
recipe_hurricane_pike | [s] 1869 => 2487 | [h] 69753f2f14 => 0c7ddca314 | 2024-05-23 03:26:43 (UTC+3)
recipe_invis_sword | [s] 1843 => 2461 | [h] df88ddfb99 => 1dfeddb286 | 2024-05-23 03:26:43 (UTC+3)
recipe_iron_talon | [s] 1859 => 2477 | [h] 0edc241bb4 => c37870d7da | 2024-05-23 03:26:43 (UTC+3)
recipe_ironwood_tree | [s] 1865 => 2483 | [h] cbb448cb02 => b71c2b0ea8 | 2024-05-23 03:26:43 (UTC+3)
recipe_kaya | [s] 1849 => 2467 | [h] 98b7846fb7 => a4d98a50ae | 2024-05-23 03:26:43 (UTC+3)
recipe_kaya_and_sange | [s] 1867 => 2485 | [h] 1f3d8db0d0 => d0ccf36e23 | 2024-05-23 03:26:43 (UTC+3)
recipe_lesser_crit | [s] 1861 => 2479 | [h] 67a0baab06 => a47acda556 | 2024-05-23 03:26:43 (UTC+3)
recipe_lotus_orb | [s] 1859 => 2477 | [h] c284f9f4de => 4315f45d0a | 2024-05-23 03:26:43 (UTC+3)
recipe_lunar_crest | [s] 1864 => 2482 | [h] a1786fa2d1 => 86e557be83 | 2024-05-23 03:26:43 (UTC+3)
recipe_maelstrom | [s] 1857 => 2475 | [h] 944ea92dfe => eb0dca8e5a | 2024-05-23 03:26:43 (UTC+3)
recipe_mage_slayer | [s] 1863 => 2481 | [h] 3769daabc0 => 8d60ca3058 | 2024-05-23 03:26:43 (UTC+3)
recipe_magic_wand | [s] 1860 => 2478 | [h] 18cf958c7b => 90846352af | 2024-05-23 03:26:43 (UTC+3)
recipe_manta | [s] 1858 => 2476 | [h] 273cdb17fd => 3ce764bc1d | 2024-05-23 03:26:43 (UTC+3)
recipe_mask_of_madness | [s] 1869 => 2487 | [h] a72c509c77 => 3c5cff103c | 2024-05-23 03:26:43 (UTC+3)
recipe_medallion_of_courage | [s] 1852 => 2470 | [h] 4c9d9018ea => d523449eee | 2024-05-23 03:26:43 (UTC+3)
recipe_mekansm | [s] 1854 => 2472 | [h] e21b9d539c => 9a45c50781 | 2024-05-23 03:26:43 (UTC+3)
recipe_meteor_hammer | [s] 1867 => 2485 | [h] 2cea0d7e53 => 2786e00cdc | 2024-05-23 03:26:43 (UTC+3)
recipe_mjollnir | [s] 1857 => 2475 | [h] 099d5536a4 => c5835e6ccb | 2024-05-23 03:26:43 (UTC+3)
recipe_monkey_king_bar | [s] 1871 => 2489 | [h] db9f350c64 => bfadc52b62 | 2024-05-23 03:26:43 (UTC+3)
recipe_moon_shard | [s] 1842 => 2460 | [h] 031a3229b0 => 8d8a4532fe | 2024-05-23 03:26:43 (UTC+3)
recipe_necronomicon | [s] 1866 => 2484 | [h] b2208fe795 => 0a3fb776a4 | 2024-05-23 03:26:43 (UTC+3)
recipe_necronomicon_2 | [s] 1846 => 2464 | [h] 59308e0f29 => b04b5fc5c1 | 2024-05-23 03:26:43 (UTC+3)
recipe_necronomicon_3 | [s] 1846 => 2464 | [h] 4d2cd72a3d => 9f7377e83d | 2024-05-23 03:26:43 (UTC+3)
recipe_null_talisman | [s] 1866 => 2484 | [h] 5d5a9e3242 => b9bfd9589a | 2024-05-23 03:26:43 (UTC+3)
recipe_nullifier | [s] 1857 => 2475 | [h] 79d8cc4e7c => 918ea87abf | 2024-05-23 03:26:43 (UTC+3)
recipe_oblivion_staff | [s] 1845 => 2463 | [h] fbdb12446f => fbb2938a16 | 2024-05-23 03:26:43 (UTC+3)
recipe_octarine_core | [s] 1865 => 2483 | [h] ad4b5b2879 => cad71b01b9 | 2024-05-23 03:26:43 (UTC+3)
recipe_orb_of_corrosion | [s] 1871 => 2489 | [h] 02937cbfc5 => 09637dd98e | 2024-05-23 03:26:43 (UTC+3)
recipe_orchid | [s] 1864 => 2482 | [h] 5b1c3515d0 => 9ab650ff17 | 2024-05-23 03:26:43 (UTC+3)
recipe_overwhelming_blink | [s] 1878 => 2496 | [h] db4e0757fe => 0041057baf | 2024-05-23 03:26:43 (UTC+3)
recipe_pavise | [s] 1854 => 2472 | [h] 4a785ca4c5 => 6a40d1d004 | 2024-05-23 03:26:43 (UTC+3)
recipe_pers | [s] 1835 => 2453 | [h] 7e8f355e93 => 06e5936d7c | 2024-05-23 03:26:43 (UTC+3)
recipe_phase_boots | [s] 1842 => 2460 | [h] 84b779cc34 => ce5808a8ca | 2024-05-23 03:26:43 (UTC+3)
recipe_phylactery | [s] 1862 => 2480 | [h] 1f30b3d3d8 => 53538f660a | 2024-05-23 03:26:43 (UTC+3)
recipe_pipe | [s] 1859 => 2477 | [h] cdd2d3bdb4 => 61ed056ecd | 2024-05-23 03:26:43 (UTC+3)
recipe_poor_mans_shield | [s] 1847 => 2465 | [h] 739cc51f5f => 2059fbdbad | 2024-05-23 03:26:43 (UTC+3)
recipe_power_treads | [s] 1843 => 2461 | [h] b1b555cc41 => bf096d41d6 | 2024-05-23 03:26:43 (UTC+3)
recipe_radiance | [s] 1855 => 2473 | [h] 0eab0b46c5 => 7a6b57872d | 2024-05-23 03:26:43 (UTC+3)
recipe_rapier | [s] 1838 => 2456 | [h] a702c367b4 => ec8786726e | 2024-05-23 03:26:43 (UTC+3)
recipe_refresher | [s] 1863 => 2481 | [h] b3d5906926 => 3ebf310711 | 2024-05-23 03:26:43 (UTC+3)
recipe_revenants_brooch | [s] 1874 => 2492 | [h] 40d4555769 => b72d15b95b | 2024-05-23 03:26:43 (UTC+3)
recipe_ring_of_aquila | [s] 1846 => 2464 | [h] f348246baa => 90f70bd216 | 2024-05-23 03:26:43 (UTC+3)
recipe_ring_of_basilius | [s] 1872 => 2490 | [h] 0b3d3a8c85 => d08a5b3558 | 2024-05-23 03:26:43 (UTC+3)
recipe_rod_of_atos | [s] 1863 => 2481 | [h] 83d81ae36a => 36b6ab9323 | 2024-05-23 03:26:43 (UTC+3)
recipe_samurai_tabi | [s] 1867 => 2485 | [h] 6c977e2cef => 6e48870987 | 2024-05-23 03:26:43 (UTC+3)
recipe_sange | [s] 1851 => 2469 | [h] 0c98ada96e => f3dccec3f6 | 2024-05-23 03:26:43 (UTC+3)
recipe_sange_and_yasha | [s] 1847 => 2465 | [h] 369efd5316 => 5467fabae9 | 2024-05-23 03:26:43 (UTC+3)
recipe_satanic | [s] 1853 => 2471 | [h] bf90eb617f => 5c5777286c | 2024-05-23 03:26:43 (UTC+3)
recipe_sheepstick | [s] 1864 => 2482 | [h] 5d19a6a071 => d12539e704 | 2024-05-23 03:26:43 (UTC+3)
recipe_shivas_guard | [s] 1867 => 2485 | [h] dbfdd49037 => 5274e0f14f | 2024-05-23 03:26:43 (UTC+3)
recipe_silver_edge | [s] 1863 => 2481 | [h] 759f6c10a9 => 296ca220c0 | 2024-05-23 03:26:43 (UTC+3)
recipe_skadi | [s] 1859 => 2477 | [h] b1ffb403e7 => e919a4dd51 | 2024-05-23 03:26:43 (UTC+3)
recipe_solar_crest | [s] 1863 => 2481 | [h] 5da196d3a1 => 523cd43e8a | 2024-05-23 03:26:43 (UTC+3)
recipe_soul_booster | [s] 1844 => 2462 | [h] 6c9eebeb19 => 3ab9995665 | 2024-05-23 03:26:43 (UTC+3)
recipe_soul_ring | [s] 1859 => 2477 | [h] 8321cfa4d4 => be7d125525 | 2024-05-23 03:26:43 (UTC+3)
recipe_sphere | [s] 1862 => 2480 | [h] dbfa637fe4 => 10459490d2 | 2024-05-23 03:26:43 (UTC+3)
recipe_spirit_vessel | [s] 1868 => 2486 | [h] 74422c103c => 21ede0e1d1 | 2024-05-23 03:26:43 (UTC+3)
recipe_swift_blink | [s] 1864 => 2482 | [h] 6625fa2978 => baaf239965 | 2024-05-23 03:26:43 (UTC+3)
recipe_tranquil_boots | [s] 1867 => 2485 | [h] 517f105ccf => c6bae5391d | 2024-05-23 03:26:43 (UTC+3)
recipe_travel_boots | [s] 1868 => 2486 | [h] e5bba06809 => 17eb6635ba | 2024-05-23 03:26:43 (UTC+3)
recipe_travel_boots_2 | [s] 1846 => 2464 | [h] 07f7f84337 => ab3c0c0277 | 2024-05-23 03:26:43 (UTC+3)
recipe_trident | [s] 1853 => 2471 | [h] 2e65aa279c => eb56b6a265 | 2024-05-23 03:26:43 (UTC+3)
recipe_ultimate_scepter | [s] 1848 => 2466 | [h] e1efa18b3d => 0f968529b8 | 2024-05-23 03:26:43 (UTC+3)
recipe_ultimate_scepter_2 | [s] 1878 => 2496 | [h] 6ebc995f86 => a4ef5bc189 | 2024-05-23 03:26:43 (UTC+3)
recipe_urn_of_shadows | [s] 1868 => 2486 | [h] 178780430c => ba904a516a | 2024-05-23 03:26:43 (UTC+3)
recipe_vanguard | [s] 1840 => 2458 | [h] e733bf1845 => e2b0f35fd3 | 2024-05-23 03:26:43 (UTC+3)
recipe_veil_of_discord | [s] 1871 => 2489 | [h] 19fa39067e => 86ae54fa24 | 2024-05-23 03:26:43 (UTC+3)
recipe_vladmir | [s] 1863 => 2481 | [h] 510ac5a536 => 7a59696e05 | 2024-05-23 03:26:43 (UTC+3)
recipe_ward_dispenser | [s] 1846 => 2464 | [h] 70533e3932 => 4f32f6131d | 2024-05-23 03:26:43 (UTC+3)
recipe_wind_waker | [s] 1862 => 2480 | [h] 4daebb7ec0 => 6782b76464 | 2024-05-23 03:26:43 (UTC+3)
recipe_witch_blade | [s] 1863 => 2481 | [h] 59a5e3097b => 301ec446b2 | 2024-05-23 03:26:43 (UTC+3)
recipe_witches_switch | [s] 1870 => 2488 | [h] 6fe7cd1375 => 909114e360 | 2024-05-23 03:26:43 (UTC+3)
recipe_wraith_band | [s] 1862 => 2480 | [h] 963b6fe73e => 1010301bf4 | 2024-05-23 03:26:43 (UTC+3)
recipe_wraith_pact | [s] 1863 => 2481 | [h] 4a7316d3e3 => 4797bd689d | 2024-05-23 03:26:43 (UTC+3)
recipe_yasha | [s] 1851 => 2469 | [h] 49114532e8 => 91ad2a54f6 | 2024-05-23 03:26:43 (UTC+3)
recipe_yasha_and_kaya | [s] 1867 => 2485 | [h] 995388b214 => 94ab198dfe | 2024-05-23 03:26:43 (UTC+3)
refresher | [s] 2728 => 3562 | [h] 1f52ab3f79 => 148ede1ae1 | 2024-05-23 03:26:43 (UTC+3)
refresher_shard | [s] 2611 => 3445 | [h] 1b4326d376 => 9d71a09765 | 2024-05-23 03:26:43 (UTC+3)
relic | [s] 2038 => 2728 | [h] 22203ccb41 => f1b112727f | 2024-05-23 03:26:43 (UTC+3)
repair_kit | [s] 2602 => 3474 | [h] 571aee5fd8 => 91dc2f49f2 | 2024-05-23 03:26:43 (UTC+3)
revenants_brooch | [s] 2544 => 3378 | [h] 03709827f1 => fe798bfdfb | 2024-05-23 03:26:43 (UTC+3)
ring_of_aquila | [s] 3173 => 4295 | [h] b929dbda2b => 160230c231 | 2024-05-23 03:26:43 (UTC+3)
ring_of_basilius | [s] 2441 => 3275 | [h] 0d8dc51bca => 1743bc4a37 | 2024-05-23 03:26:43 (UTC+3)
ring_of_health | [s] 2056 => 2746 | [h] 5e0f5f1f12 => 5ddf67d17e | 2024-05-23 03:26:43 (UTC+3)
ring_of_protection | [s] 2043 => 2733 | [h] 0319f35e67 => 10a810e2a1 | 2024-05-23 03:26:43 (UTC+3)
ring_of_regen | [s] 2063 => 2753 | [h] f6c7e71101 => 07001f651f | 2024-05-23 03:26:43 (UTC+3)
ring_of_tarrasque | [s] 2126 => 2816 | [h] bd2acf9d9e => 76981bf063 | 2024-05-23 03:26:43 (UTC+3)
river_painter | [s] 2650 => 3340 | [h] b62848c689 => 215acc680c | 2024-05-23 03:26:43 (UTC+3)
river_painter2 | [s] 2627 => 3317 | [h] fb2635f86b => 7fb986eb84 | 2024-05-23 03:26:43 (UTC+3)
river_painter3 | [s] 2650 => 3340 | [h] cdbc3da047 => 23f10fa0b2 | 2024-05-23 03:26:43 (UTC+3)
river_painter4 | [s] 2629 => 3319 | [h] 2285b55068 => 4757383ab5 | 2024-05-23 03:26:43 (UTC+3)
river_painter5 | [s] 2641 => 3331 | [h] 691775842b => a49f8834b8 | 2024-05-23 03:26:43 (UTC+3)
river_painter6 | [s] 2662 => 3352 | [h] 20038c8536 => a530837924 | 2024-05-23 03:26:43 (UTC+3)
river_painter7 | [s] 2642 => 3332 | [h] d7307f3905 => fdd7770df9 | 2024-05-23 03:26:43 (UTC+3)
robe | [s] 2058 => 2748 | [h] 3c840a6294 => ab046d6f76 | 2024-05-23 03:26:43 (UTC+3)
rod_of_atos | [s] 2450 => 3252 | [h] b733f80500 => cc3ac8377b | 2024-05-23 03:26:43 (UTC+3)
roshans_banner | [s] 3024 => 4159 | [h] 1ca7472e3e => 02f6960455 | 2024-05-23 03:26:43 (UTC+3)
royal_jelly | [s] 3291 => 4413 | [h] 2cd20d7a45 => e6e2b9559a | 2024-05-23 03:26:43 (UTC+3)
royale_with_cheese | [s] 2404 => 3238 | [h] 23d4b48871 => 4c02ba8bed | 2024-05-23 03:26:43 (UTC+3)
safety_bubble | [s] 2466 => 3300 | [h] e6bab2680a => 9752615649 | 2024-05-23 03:26:43 (UTC+3)
sample_picker | [s] 2263 => 3097 | [h] a027ecf852 => c4f19ba745 | 2024-05-23 03:26:43 (UTC+3)
samurai_tabi | [s] 4795 => 6493 | [h] 139ae56bb0 => 4259204294 | 2024-05-23 03:26:43 (UTC+3)
sange | [s] 2372 => 3202 | [h] c9d8b345cb => 95faf9bfb7 | 2024-05-23 03:26:43 (UTC+3)
sange_and_yasha | [s] 2939 => 4213 | [h] 369e9df606 => a81ccc3c9f | 2024-05-23 03:26:43 (UTC+3)
satanic | [s] 3286 => 4408 | [h] 8588a3967a => 528a392774 | 2024-05-23 03:26:43 (UTC+3)
satchel | [s] 2151 => 2913 | [h] 3f323cffe3 => 80119811f2 | 2024-05-23 03:26:43 (UTC+3)
seeds_of_serenity | [s] 2850 => 3828 | [h] 8a84daf816 => a86c0452ec | 2024-05-23 03:26:43 (UTC+3)
seer_stone | [s] 2702 => 3682 | [h] 9cbf2f324c => abe2360188 | 2024-05-23 03:26:43 (UTC+3)
shadow_amulet | [s] 2531 => 3261 | [h] 31488352f6 => bf6e43a249 | 2024-05-23 03:26:43 (UTC+3)
sheepstick | [s] 3058 => 4004 | [h] 4ec181be13 => d9f65c0b50 | 2024-05-23 03:26:43 (UTC+3)
shivas_guard | [s] 4908 => 6678 | [h] 3fb79298b8 => 77e0fb9c81 | 2024-05-23 03:26:43 (UTC+3)
silver_edge | [s] 3883 => 5293 | [h] c89b920093 => 4e812fdc9f | 2024-05-23 03:26:43 (UTC+3)
skadi | [s] 3550 => 4816 | [h] 96d962739f => 870d51bc36 | 2024-05-23 03:26:43 (UTC+3)
slime_vial | [s] 2953 => 4147 | [h] 76aff7fde0 => 5976441515 | 2024-05-23 03:26:43 (UTC+3)
slippers | [s] 2051 => 2741 | [h] 54c63ce715 => a7848d2494 | 2024-05-23 03:26:43 (UTC+3)
smoke_of_deceit | [s] 3385 => 4435 | [h] 6bc3f53982 => 11ed78ae9e | 2024-05-23 03:26:43 (UTC+3)
sobi_mask | [s] 2060 => 2750 | [h] 5c71ebb792 => 8b849b2f96 | 2024-05-23 03:26:43 (UTC+3)
solar_crest | [s] 3665 => 4971 | [h] 87b0751f8c => 082a88b3c3 | 2024-05-23 03:26:43 (UTC+3)
soul_booster | [s] 2154 => 2916 | [h] 3269d8939f => c02bab679f | 2024-05-23 03:26:43 (UTC+3)
soul_ring | [s] 2914 => 3892 | [h] df89692992 => 580f0e5567 | 2024-05-23 03:26:43 (UTC+3)
spark_of_courage | [s] 2386 => 3220 | [h] f6ac2842ed => 314f81f542 | 2024-05-23 03:26:43 (UTC+3)
specialists_array | [s] 2879 => 3857 | [h] 9890ff429f => 9bc647b215 | 2024-05-23 03:26:43 (UTC+3)
spell_prism | [s] 2468 => 3302 | [h] 1596fc72f4 => fac301e134 | 2024-05-23 03:26:43 (UTC+3)
sphere | [s] 3075 => 4093 | [h] dff848c709 => e1e4982e69 | 2024-05-23 03:26:43 (UTC+3)
spider_legs | [s] 2665 => 3571 | [h] a58b4fbeef => ec3dcfec0a | 2024-05-23 03:26:43 (UTC+3)
spirit_vessel | [s] 4175 => 5620 | [h] 5602ed2c34 => 06b65de634 | 2024-05-23 03:26:43 (UTC+3)
spy_gadget | [s] 2703 => 3609 | [h] 81a8f0e7cb => ddafe44307 | 2024-05-23 03:26:43 (UTC+3)
staff_of_wizardry | [s] 2063 => 2753 | [h] 5dec11ead9 => 622240b159 | 2024-05-23 03:26:43 (UTC+3)
star_mace | [s] 2868 => 3918 | [h] b7c414d2b0 => 903d8c5b73 | 2024-05-23 03:26:43 (UTC+3)
stormcrafter | [s] 3191 => 4385 | [h] cbae150e8b => 6b53482fd6 | 2024-05-23 03:26:43 (UTC+3)
stout_shield | [s] 2549 => 3383 | [h] 727d6b9d2b => d6e28307bf | 2024-05-23 03:26:43 (UTC+3)
super_blink | [s] 2289 => 3051 | [h] 0989d53021 => eeed781e4b | 2024-05-23 03:26:43 (UTC+3)
swift_blink | [s] 3456 => 4578 | [h] 72d91fd5f7 => 455d060b66 | 2024-05-23 03:26:43 (UTC+3)
talisman_of_evasion | [s] 2116 => 2806 | [h] 9e56901277 => a3dbd7393f | 2024-05-23 03:26:43 (UTC+3)
tango | [s] 2600 => 3434 | [h] ceea32b9bd => f60d9d9f80 | 2024-05-23 03:26:43 (UTC+3)
tango_single | [s] 2480 => 3314 | [h] 6e5fd28eb4 => 91c6e5fdfd | 2024-05-23 03:26:43 (UTC+3)
the_leveller | [s] 2375 => 3209 | [h] 308c9dd37e => 79dd42b68c | 2024-05-23 03:26:43 (UTC+3)
third_eye | [s] 2557 => 3391 | [h] 98faeb4997 => 0956531783 | 2024-05-23 03:26:43 (UTC+3)
tiara_of_selemene | [s] 2018 => 2708 | [h] 6c974677ae => dda68bdd85 | 2024-05-23 03:26:43 (UTC+3)
tier1_token | [s] 1985 => 2603 | [h] 4794dbec1d => 743ad0ab37 | 2024-05-23 03:26:43 (UTC+3)
tier2_token | [s] 1985 => 2603 | [h] 18a5307713 => a1087d9e3c | 2024-05-23 03:26:43 (UTC+3)
tier3_token | [s] 1985 => 2603 | [h] 7adf975c3d => b9215b3c3b | 2024-05-23 03:26:43 (UTC+3)
tier4_token | [s] 1985 => 2603 | [h] fc460be911 => ca15cd5d98 | 2024-05-23 03:26:43 (UTC+3)
tier5_token | [s] 1985 => 2603 | [h] b330a254de => 1121eb45b8 | 2024-05-23 03:26:43 (UTC+3)
timeless_relic | [s] 2271 => 3033 | [h] f408a295ce => 75f1ef03ff | 2024-05-23 03:26:43 (UTC+3)
titan_sliver | [s] 2472 => 3306 | [h] 9bbe99ae55 => 9f68073a03 | 2024-05-23 03:26:43 (UTC+3)
tome_of_aghanim | [s] 2123 => 2813 | [h] 3abed9614b => e93bac3371 | 2024-05-23 03:26:43 (UTC+3)
tome_of_knowledge | [s] 2360 => 3122 | [h] 9fbcc59bfa => acde7687b2 | 2024-05-23 03:26:43 (UTC+3)
tome_of_omniscience | [s] 2242 => 3076 | [h] 39c8f2b689 => 2bec97aec0 | 2024-05-23 03:26:43 (UTC+3)
tpscroll | [s] 2814 => 3720 | [h] a918e2cf64 => 9fd203d70d | 2024-05-23 03:26:43 (UTC+3)
tranquil_boots | [s] 3620 => 4958 | [h] 9217ad3a86 => d9ff5a3e28 | 2024-05-23 03:26:43 (UTC+3)
travel_boots | [s] 2706 => 3612 | [h] 7008b92224 => 4a74183d36 | 2024-05-23 03:26:43 (UTC+3)
travel_boots_2 | [s] 2905 => 3883 | [h] a3e86c6b0c => 753b134c0f | 2024-05-23 03:26:43 (UTC+3)
trickster_cloak | [s] 2421 => 3255 | [h] 600b665252 => 63c9d22aab | 2024-05-23 03:26:43 (UTC+3)
trident | [s] 3409 => 4750 | [h] 2f366e2bf8 => f7ba798319 | 2024-05-23 03:26:43 (UTC+3)
trusty_shovel | [s] 2820 => 3726 | [h] 7acc11ae9f => 19d2ee7ffe | 2024-05-23 03:26:43 (UTC+3)
turtle_shell | [s] 2441 => 3275 | [h] ce5e0a00a8 => 679b001efc | 2024-05-23 03:26:43 (UTC+3)
ultimate_orb | [s] 2039 => 2729 | [h] 792723fc4d => d9d8a7fb3b | 2024-05-23 03:26:43 (UTC+3)
ultimate_scepter | [s] 2429 => 3263 | [h] 5613ffeb96 => 01ea7e8f64 | 2024-05-23 03:26:43 (UTC+3)
ultimate_scepter_2 | [s] 2004 => 2622 | [h] 6292e63e4f => b4375b1e2c | 2024-05-23 03:26:43 (UTC+3)
ultimate_scepter_roshan | [s] 2018 => 2636 | [h] f6361048b1 => c6c061018f | 2024-05-23 03:26:43 (UTC+3)
unstable_wand | [s] 2291 => 3053 | [h] 71414c2902 => fe5a70d62c | 2024-05-23 03:26:43 (UTC+3)
unwavering_condition | [s] 2261 => 3023 | [h] e59a7587e8 => 84a1a54958 | 2024-05-23 03:26:43 (UTC+3)
urn_of_shadows | [s] 3650 => 4879 | [h] bc633fff51 => 0f0c3d7bc5 | 2024-05-23 03:26:43 (UTC+3)
vambrace | [s] 3017 => 3995 | [h] d68868eb4f => 2bf7696acf | 2024-05-23 03:26:43 (UTC+3)
vampire_fangs | [s] 2465 => 3371 | [h] d58d8ad22f => 1d45f6259a | 2024-05-23 03:26:43 (UTC+3)
vanguard | [s] 2866 => 3844 | [h] 2577b36e4e => 0f580af400 | 2024-05-23 03:26:43 (UTC+3)
veil_of_discord | [s] 2933 => 3983 | [h] 8fe9079fe0 => 865af2b44e | 2024-05-23 03:26:43 (UTC+3)
vengeances_shadow | [s] 2826 => 3804 | [h] 0dcc592186 => 710cae2031 | 2024-05-23 03:26:43 (UTC+3)
venom_gland | [s] 2570 => 3548 | [h] 52b1448cc1 => 085d4f9d37 | 2024-05-23 03:26:43 (UTC+3)
vindicators_axe | [s] 2559 => 3465 | [h] 690f41de91 => 3139e39522 | 2024-05-23 03:26:43 (UTC+3)
vitality_booster | [s] 2079 => 2769 | [h] 49f52e09e9 => cadac0a5c5 | 2024-05-23 03:26:43 (UTC+3)
vladmir | [s] 3302 => 4496 | [h] c817ed62a0 => 0ec77b71f7 | 2024-05-23 03:26:43 (UTC+3)
void_stone | [s] 2085 => 2775 | [h] 3725e0b7b2 => 276dbdb9ff | 2024-05-23 03:26:43 (UTC+3)
voodoo_mask | [s] 2256 => 2946 | [h] 6476c80806 => adef294311 | 2024-05-23 03:26:43 (UTC+3)
wand_of_sanctitude | [s] 2653 => 3703 | [h] 104b06cf66 => b0bfdbd7c5 | 2024-05-23 03:26:43 (UTC+3)
